uniqueSKU,customerId,itemSkuNumber
11010693,1,1010693
1101070,1,101070
11010702,1,1010702
11010703,1,1010703
1101071,1,101071
11010712,1,1010712
11010713,1,1010713
110901 - 1308,1,10901 - 1308
110901 - 1309,1,10901 - 1309
110901 - 1310,1,10901 - 1310
110901 - 1311,1,10901 - 1311
110901 - 1312,1,10901 - 1312
110901 - 1313,1,10901 - 1313
110901 - 1314,1,10901 - 1314
110901 - 1315,1,10901 - 1315
1110000,1,110000
1110001,1,110001
1110002,1,110002
1110003,1,110003
1110004,1,110004
1110005,1,110005
1110006,1,110006
1110007,1,110007
1110008,1,110008
1110009,1,110009
1110010,1,110010
1110011,1,110011
1110012,1,110012
1110013,1,110013
1110014,1,110014
1110015,1,110015
1110016,1,110016
1110017,1,110017
1110018,1,110018
1110019,1,110019
1110020,1,110020
1110021,1,110021
1110022,1,110022
1110023,1,110023
1110024,1,110024
1110025,1,110025
1110026,1,110026
1110027,1,110027
1110028,1,110028
1110029,1,110029
1110030,1,110030
1110031,1,110031
1110031D,1,110031D
1110032,1,110032
1110032D,1,110032D
1110033,1,110033
1110033D,1,110033D
1110034,1,110034
1110034D,1,110034D
1110035,1,110035
1110035D,1,110035D
1110036,1,110036
1110037,1,110037
1110037D,1,110037D
1110038,1,110038
1110038D,1,110038D
1110039,1,110039
1110040,1,110040
1110040D,1,110040D
1110041,1,110041
1110041D,1,110041D
1110042,1,110042
1110042D,1,110042D
1110043,1,110043
1110043D,1,110043D
1110044,1,110044
1110044D,1,110044D
1110045,1,110045
1110045D,1,110045D
1110046,1,110046
1110046D,1,110046D
1110047,1,110047
1110047D,1,110047D
1110048,1,110048
1110049,1,110049
1110050,1,110050
1110050D,1,110050D
1110051,1,110051
1110051D,1,110051D
1110052,1,110052
1110052D,1,110052D
1110053,1,110053
1110054,1,110054
1110055,1,110055
1110056,1,110056
1110056D,1,110056D
1110057,1,110057
1110057D,1,110057D
1110058,1,110058
1110059,1,110059
1110060,1,110060
1110060D,1,110060D
1110061,1,110061
1110061D,1,110061D
1110062,1,110062
1110062D,1,110062D
1110063,1,110063
1110064,1,110064
1110065,1,110065
1110065D,1,110065D
1110066,1,110066
1110066D,1,110066D
1110067,1,110067
1110067D,1,110067D
1110068,1,110068
1110069,1,110069
1110069D,1,110069D
1110070,1,110070
1110071,1,110071
1110071D,1,110071D
1110072,1,110072
1110072D,1,110072D
1110073,1,110073
1110074,1,110074
1110074D,1,110074D
1110075,1,110075
1110076,1,110076
1110077,1,110077
1110077D,1,110077D
1110078,1,110078
1110079,1,110079
1110079D,1,110079D
1110080,1,110080
1110081,1,110081
1110082,1,110082
1110083,1,110083
1110084,1,110084
1110084D,1,110084D
1110085,1,110085
1110085D,1,110085D
1110086,1,110086
1110086D,1,110086D
1110087,1,110087
1110087D,1,110087D
1110088,1,110088
1110088D,1,110088D
1110089,1,110089
1110090,1,110090
1110091,1,110091
1110092,1,110092
1110093,1,110093
1110094,1,110094
1110095,1,110095
1110096,1,110096
1110097,1,110097
1110098,1,110098
1110099,1,110099
1110100,1,110100
1110101,1,110101
1110102,1,110102
1110103,1,110103
1110104,1,110104
1110105,1,110105
1110106,1,110106
1110107,1,110107
1110108,1,110108
1110109,1,110109
1110110,1,110110
1110111,1,110111
1110112,1,110112
1110113,1,110113
1110200,1,110200
11102003,1,1102003
1110200D,1,110200D
1110201,1,110201
11102013,1,1102013
1110201D,1,110201D
1110202,1,110202
11102023,1,1102023
1110202D,1,110202D
1110203,1,110203
11102033,1,1102033
1110203D,1,110203D
11111111S,1,1111111S
111111MON,1,11111MON
1112233,1,112233
1120000,1,120000
1120001,1,120001
1120002,1,120002
1120003,1,120003
1120004,1,120004
1120010,1,120010
1120011,1,120011
1120012,1,120012
1120013,1,120013
1120014,1,120014
1120020,1,120020
1120021,1,120021
1120022,1,120022
1120023,1,120023
1120024,1,120024
1120030,1,120030
1120031,1,120031
1120032,1,120032
1120033,1,120033
1120034,1,120034
1120040,1,120040
1120041,1,120041
1120042,1,120042
1120043,1,120043
1120044,1,120044
1120050,1,120050
1120051,1,120051
1120052,1,120052
1120053,1,120053
1120054,1,120054
1120060,1,120060
1120061,1,120061
1120062,1,120062
1120063,1,120063
1120064,1,120064
1120100,1,120100
1120101,1,120101
1120102,1,120102
1120103,1,120103
1120104,1,120104
1120105,1,120105
1120106,1,120106
1120107,1,120107
1120108,1,120108
1120109,1,120109
1120110,1,120110
1120111,1,120111
1120112,1,120112
1120113,1,120113
1120114,1,120114
1120115,1,120115
1120116,1,120116
1120117,1,120117
1120118,1,120118
1120119,1,120119
1120120,1,120120
1120122,1,120122
1120123,1,120123
1120124,1,120124
1120125,1,120125
1120126,1,120126
1120128,1,120128
1120129,1,120129
1120130,1,120130
1120130D,1,120130D
1120131,1,120131
1120131D,1,120131D
1120132,1,120132
1120134,1,120134
1120135,1,120135
1120136,1,120136
1120137,1,120137
1120138,1,120138
1120145,1,120145
1120146,1,120146
1120147,1,120147
1120148,1,120148
1120149,1,120149
1120150,1,120150
1120151,1,120151
1120152,1,120152
1120153,1,120153
1120154,1,120154
1120156,1,120156
1120157,1,120157
1120158,1,120158
1120159,1,120159
1120160,1,120160
1120161,1,120161
1120162,1,120162
1120163,1,120163
1120164,1,120164
1120165,1,120165
1120166,1,120166
1120167,1,120167
1120168,1,120168
1120169,1,120169
1120170,1,120170
1120176,1,120176
1120177,1,120177
1120178,1,120178
1120179,1,120179
1120180,1,120180
1120200,1,120200
1120201,1,120201
1120202,1,120202
1120203,1,120203
1120204,1,120204
1120204D,1,120204D
1120206,1,120206
1120207,1,120207
1120208,1,120208
1120209,1,120209
1120210,1,120210
1120212,1,120212
1120213,1,120213
1120214,1,120214
1120215,1,120215
1120216,1,120216
1120218,1,120218
1120219,1,120219
1120220,1,120220
1120221,1,120221
1120222,1,120222
1120224,1,120224
1120225,1,120225
1120226,1,120226
1120227,1,120227
1120228,1,120228
1120229,1,120229
1120230,1,120230
1120231,1,120231
1120232,1,120232
1120233,1,120233
1120239,1,120239
1120240,1,120240
1120241,1,120241
1120242,1,120242
1120243,1,120243
1120300,1,120300
1120301,1,120301
1120302,1,120302
1120303,1,120303
1120304,1,120304
1120400,1,120400
1120401,1,120401
1120402,1,120402
1120403,1,120403
1120404,1,120404
1120405,1,120405
1120500,1,120500
1120501,1,120501
1120502,1,120502
1120503,1,120503
1120504,1,120504
1120604,1,120604
1120610,1,120610
1120611,1,120611
1120612,1,120612
1120620,1,120620
1120621,1,120621
1120622,1,120622
1120630,1,120630
1120631,1,120631
1120632,1,120632
1120633,1,120633
1120634,1,120634
1120635,1,120635
1120700,1,120700
1120700D,1,120700D
1120701,1,120701
1120703,1,120703
1120704,1,120704
1120800,1,120800
1120801,1,120801
1120802,1,120802
1120803,1,120803
1120804,1,120804
1120900,1,120900
1120901,1,120901
1120902,1,120902
1120903,1,120903
1120904,1,120904
112112233,1,12112233
11212121111222,1,1212121111222
112121211112221,1,12121211112221
112121211112221im,1,12121211112221im
11212121212111,1,1212121212111
112121212121444,1,12121212121444
112121212121445,1,12121212121445
1121212312121,1,121212312121
11212525287,1,1212525287
112125252871212525283,1,12125252871212525283
112125252871212525287,1,12125252871212525287
112125252871212525288,1,12125252871212525288
112222211112222,1,12222211112222
1122333,1,122333
112312343212,1,12312343212
1123123432121,1,123123432121
11232345564563456,1,1232345564563456
11234,1,1234
112341,1,12341
1123455,1,123455
1123456,1,123456
11234567,1,1234567
11234gun,1,1234gun
11235678453,1,1235678453
11284034,1,1284034
112xyab342,1,12xyab342
1130000,1,130000
1130000D,1,130000D
1130001,1,130001
1130001D,1,130001D
1130002,1,130002
1130002D,1,130002D
1130003,1,130003
1130003D,1,130003D
1130004,1,130004
1130004D,1,130004D
1130005,1,130005
1130005D,1,130005D
1130006,1,130006
1130007,1,130007
1130007D,1,130007D
1130008,1,130008
1130008D,1,130008D
1130009,1,130009
1130009D,1,130009D
1130010,1,130010
1130010D,1,130010D
1130011,1,130011
1130012,1,130012
1130013,1,130013
1130014,1,130014
1130015,1,130015
1130016,1,130016
1130017,1,130017
1130018,1,130018
1130019,1,130019
1130020,1,130020
1130100,1,130100
1130101,1,130101
1130102,1,130102
1130103,1,130103
1134568890,1,134568890
1140000,1,140000
11400004,1,1400004
11400005,1,1400005
11400006,1,1400006
11400007,1,1400007
1140000D,1,140000D
1140001,1,140001
1140002,1,140002
1140100,1,140100
1140101,1,140101
1140102,1,140102
1140103,1,140103
11401034,1,1401034
11401036,1,1401036
11401037,1,1401037
1140104,1,140104
11401044,1,1401044
11401046,1,1401046
11401047,1,1401047
1140104D,1,140104D
1140105,1,140105
11401054,1,1401054
11401056,1,1401056
11401057,1,1401057
1140105D,1,140105D
1140106,1,140106
1140107,1,140107
11401074,1,1401074
11401076,1,1401076
11401077,1,1401077
11401078,1,1401078
1140107D,1,140107D
1140108,1,140108
11401084,1,1401084
11401085,1,1401085
11401086,1,1401086
11401087,1,1401087
1140108D,1,140108D
1140109,1,140109
1140109D,1,140109D
1140110,1,140110
1140111,1,140111
1140112,1,140112
1140114,1,140114
11401144,1,1401144
11401145,1,1401145
11401146,1,1401146
11401147,1,1401147
1140114D,1,140114D
1140115,1,140115
11401154,1,1401154
11401155,1,1401155
11401156,1,1401156
11401157,1,1401157
1140115D,1,140115D
1140116,1,140116
11401164,1,1401164
11401165,1,1401165
11401166,1,1401166
11401167,1,1401167
1140116D,1,140116D
1140117,1,140117
1140118,1,140118
1140119,1,140119
1140121,1,140121
11401212,1,1401212
11401213,1,1401213
1140122,1,140122
11401222,1,1401222
11401223,1,1401223
1140123,1,140123
1140123D,1,140123D
1140200,1,140200
1140201,1,140201
1140300,1,140300
1140301,1,140301
1140302,1,140302
1140304,1,140304
11403044,1,1403044
11403045,1,1403045
11403046,1,1403046
11403047,1,1403047
1140305,1,140305
11573BLACK3X,1,1573BLACK3X
11573BLACKLL,1,1573BLACKLL
11573BLACKMM,1,1573BLACKMM
11573BLACKXL,1,1573BLACKXL
115M320802A,1,15M320802A
11618BLACK2X,1,1618BLACK2X
11618BLACKLL,1,1618BLACKLL
11618BLACKSS,1,1618BLACKSS
11618BLACKXL,1,1618BLACKXL
11635BLNV2X,1,1635BLNV2X
11635BLNV3X,1,1635BLNV3X
11635BLNVLL,1,1635BLNVLL
11635BLNVMM,1,1635BLNVMM
11635BLNVSS,1,1635BLNVSS
11635BLNVXL,1,1635BLNVXL
11635SEALIM2X,1,1635SEALIM2X
11635SEALIMLL,1,1635SEALIMLL
11635SEALIMMM,1,1635SEALIMMM
11635SEALIMSS,1,1635SEALIMSS
11635SEALIMXL,1,1635SEALIMXL
11637LIME2X,1,1637LIME2X
11637LIME3X,1,1637LIME3X
11637LIMEWLL,1,1637LIMEWLL
11637LIMEWMM,1,1637LIMEWMM
11637LIMEWSS,1,1637LIMEWSS
11637LIMEWXL,1,1637LIMEWXL
11730WHITE2X,1,1730WHITE2X
11730WHITE3X,1,1730WHITE3X
11730WHITELL,1,1730WHITELL
11730WHITEMM,1,1730WHITEMM
11730WHITEXL,1,1730WHITEXL
11758ORANGE2X,1,1758ORANGE2X
11758ORANGELL,1,1758ORANGELL
11758ORANGEMM,1,1758ORANGEMM
11758ORANGEXL,1,1758ORANGEXL
11798REDFLO2X,1,1798REDFLO2X
11798REDFLOLL,1,1798REDFLOLL
11798REDFLOMM,1,1798REDFLOMM
11798REDFLOXL,1,1798REDFLOXL
118,1,18
1180000,1,180000
1180001,1,180001
1180002,1,180002
1180002C,1,180002C
1180003,1,180003
1180200,1,180200
1180201,1,180201
1180202,1,180202
1180203,1,180203
1180204,1,180204
1180205,1,180205
1180206,1,180206
1180300,1,180300
1180301,1,180301
1180302,1,180302
1180303,1,180303
1180304,1,180304
1180305,1,180305
1180306,1,180306
1180307,1,180307
1180308,1,180308
1180309,1,180309
1180310,1,180310
1180311,1,180311
1180312,1,180312
1180313,1,180313
1180314,1,180314
1180315,1,180315
1180316,1,180316
1180317,1,180317
1180318,1,180318
1180319,1,180319
1180320,1,180320
1180321,1,180321
1180322,1,180322
1180323,1,180323
1180324,1,180324
1180325,1,180325
1180405,1,180405
1180502,1,180502
1180503,1,180503
1180504,1,180504
1180504t,1,180504t
1180505,1,180505
1180506,1,180506
1180508,1,180508
1180509,1,180509
1180510,1,180510
1180511,1,180511
1180512,1,180512
1180513,1,180513
1180514,1,180514
1180515,1,180515
1180600,1,180600
1180601,1,180601
1180602,1,180602
1180603,1,180603
1180700,1,180700
1180701,1,180701
1180702,1,180702
1180703,1,180703
1180704,1,180704
1180705,1,180705
1180706,1,180706
1180707,1,180707
1180708,1,180708
1180709,1,180709
1180710,1,180710
1180712,1,180712
1180713,1,180713
1180714,1,180714
1180715,1,180715
1180716,1,180716
1180717,1,180717
1180718,1,180718
1180719,1,180719
1180720,1,180720
1180721,1,180721
1180722,1,180722
1180723,1,180723
1180724,1,180724
1180725,1,180725
1180726,1,180726
1180727,1,180727
1180728,1,180728
1180729,1,180729
1180730,1,180730
1180732,1,180732
1180733,1,180733
1180734,1,180734
1180735,1,180735
1180736,1,180736
1180737,1,180737
1180738,1,180738
1180739,1,180739
1180740,1,180740
1180741,1,180741
1180742,1,180742
1180743,1,180743
1180744,1,180744
1180745,1,180745
1180746,1,180746
1180747,1,180747
1180748,1,180748
1180749,1,180749
1180750,1,180750
1180751,1,180751
1180752,1,180752
1180753,1,180753
1180754,1,180754
1180755,1,180755
1180756,1,180756
1180757,1,180757
1180758,1,180758
1180759,1,180759
1180760,1,180760
1180800,1,180800
1180801,1,180801
1180802,1,180802
1180803,1,180803
1180804,1,180804
1180805,1,180805
1180806,1,180806
1180807,1,180807
1180808,1,180808
1180809,1,180809
1180810,1,180810
1180811,1,180811
1180812,1,180812
1180813,1,180813
1180814,1,180814
1180815,1,180815
1180816,1,180816
1180817,1,180817
1180818,1,180818
1180819,1,180819
1180820,1,180820
1180821,1,180821
1180900,1,180900
1180901,1,180901
1180902,1,180902
1180903,1,180903
1180904,1,180904
1180905,1,180905
1180906,1,180906
1180907,1,180907
1180908,1,180908
1180909,1,180909
1180910,1,180910
1180911,1,180911
1180912,1,180912
1180913,1,180913
1180914,1,180914
1180915,1,180915
1180916,1,180916
1180917,1,180917
1180918,1,180918
1180919,1,180919
1180920,1,180920
1180921,1,180921
1180922,1,180922
1180923,1,180923
1180924,1,180924
1180925,1,180925
1180926,1,180926
1180927,1,180927
1180928,1,180928
1180929,1,180929
1180930,1,180930
1180931,1,180931
1180932,1,180932
1180933,1,180933
1180934,1,180934
1180935,1,180935
1180936,1,180936
1180937,1,180937
1180938,1,180938
1180939,1,180939
1180940,1,180940
1180941,1,180941
1180942,1,180942
1180943,1,180943
1180944,1,180944
1180945,1,180945
1180946,1,180946
1180947,1,180947
1180948,1,180948
1180950,1,180950
1180951,1,180951
1180952,1,180952
1180953,1,180953
1180954,1,180954
1180957,1,180957
1180958,1,180958
1180958 - old,1,180958 - old
1180959,1,180959
1180959 - old,1,180959 - old
1180960,1,180960
1180961,1,180961
1180962,1,180962
1180963,1,180963
1180966,1,180966
1180967,1,180967
1180968,1,180968
1180968 - old,1,180968 - old
1180969,1,180969
1180970,1,180970
1180971,1,180971
1180972,1,180972
1180973,1,180973
1180974,1,180974
1180975,1,180975
1180976,1,180976
1180979,1,180979
1180980,1,180980
1180981,1,180981
1180981 - old,1,180981 - old
1180982,1,180982
1180982 - old,1,180982 - old
1180983,1,180983
1180983 - old,1,180983 - old
1180984,1,180984
1180985,1,180985
1180986,1,180986
1180987,1,180987
1180987 - old,1,180987 - old
1180988,1,180988
1180988 - old,1,180988 - old
1180989,1,180989
1180989 - old,1,180989 - old
1180990,1,180990
1180990 - old,1,180990 - old
1189231891,1,189231891
119,1,19
1190000,1,190000
1190100,1,190100
1190101,1,190101
1190103,1,190103
1190104,1,190104
1190105,1,190105
1190106,1,190106
1190107,1,190107
1190114,1,190114
1190122,1,190122
1190123,1,190123
1190200,1,190200
1190201,1,190201
1190202,1,190202
1190203,1,190203
1190204,1,190204
1190205,1,190205
11908319083311311,1,1908319083311311
119083311,1,19083311
119083311/abc,1,19083311/abc
1190833111218,1,190833111218
1190833111908331119083311,1,190833111908331119083311
11908331119083312,1,1908331119083312
11908331119083541119083311,1,1908331119083541119083311
1190833111b,1,190833111b
11908331123283541119083311,1,1908331123283541119083311
11908331153083311,1,1908331153083311
11908331190833112,1,1908331190833112
119083311a1908331119083311,1,19083311a1908331119083311
119083311APR9953,1,19083311APR9953
119083311APR9954,1,19083311APR9954
119083311imD23,1,19083311imD23
119083311TEST0000001,1,19083311TEST0000001
119083311TEST0000002,1,19083311TEST0000002
119083312,1,19083312
119083312+xyz,1,19083312+xyz
1190833121222,1,190833121222
11908331219083311,1,1908331219083311
1190833121908331219083312,1,190833121908331219083312
119083312190833b1219083312,1,19083312190833b1219083312
1190833121a,1,190833121a
119083312imd543,1,19083312imd543
119083340,1,19083340
119083341,1,19083341
1190833a43083311,1,190833a43083311
1190833a430r3311,1,190833a430r3311
1190833a430r33s11,1,190833a430r33s11
1190833a430r33s1q1,1,190833a430r33s1q1
1190833da53083311,1,190833da53083311
1190833da5308f3311,1,190833da5308f3311
